# transcript_id	gene_id	transcript_biotype	number_of_samples_in_which_the_gene_is_expressed
ENST00000360565 ENSG00000126461 protein_coding 16
ENST00000360578 ENSG00000171368 protein_coding 14
ENST00000360612 ENSG00000198355 protein_coding 16
ENST00000360647 ENSG00000163848 protein_coding 16
ENST00000360658 ENSG00000239732 protein_coding 2
ENST00000360661 ENSG00000030110 protein_coding 1
ENST00000360726 ENSG00000170915 protein_coding 2
ENST00000360768 ENSG00000196715 protein_coding 16
ENST00000360797 ENSG00000056661 protein_coding 15
ENST00000360816 ENSG00000196227 protein_coding 16
ENST00000360820 ENSG00000136021 protein_coding 16
ENST00000360840 ENSG00000116221 protein_coding 16
ENST00000360851 ENSG00000143344 protein_coding 15
ENST00000360913 ENSG00000178093 protein_coding 12
ENST00000360938 ENSG00000157557 protein_coding 16
ENST00000360990 ENSG00000115041 protein_coding 3
ENST00000361001 ENSG00000113580 protein_coding 16
ENST00000361016 ENSG00000196963 protein_coding 14
ENST00000361101 ENSG00000108669 protein_coding 16
ENST00000361113 ENSG00000198551 protein_coding 16
ENST00000361131 ENSG00000198729 protein_coding 11
ENST00000361138 ENSG00000198887 protein_coding 16
ENST00000361151 ENSG00000174652 protein_coding 16
ENST00000361226 ENSG00000198853 protein_coding 16
ENST00000361227 ENSG00000198840 protein_coding 16
ENST00000361228 ENSG00000198774 protein_coding 15
ENST00000361236 ENSG00000152558 protein_coding 15
ENST00000361248 ENSG00000119950 protein_coding 16
ENST00000361249 ENSG00000157131 protein_coding 2
ENST00000361264 ENSG00000198876 protein_coding 16
ENST00000361283 ENSG00000198824 protein_coding 1
ENST00000361314 ENSG00000116157 protein_coding 16
ENST00000361337 ENSG00000198900 protein_coding 16
ENST00000361350 ENSG00000198711 protein_coding 4
ENST00000361354 ENSG00000061676 protein_coding 16
ENST00000361360 ENSG00000198914 protein_coding 6
ENST00000361367 ENSG00000198730 protein_coding 16
ENST00000361368 ENSG00000198742 protein_coding 16
ENST00000361381 ENSG00000198886 protein_coding 16
ENST00000361390 ENSG00000198888 protein_coding 16
ENST00000361413 ENSG00000198920 protein_coding 16
ENST00000361428 ENSG00000171467 protein_coding 16
ENST00000361453 ENSG00000198763 protein_coding 16
ENST00000361470 ENSG00000198934 protein_coding 15
ENST00000361523 ENSG00000126581 protein_coding 16
ENST00000361524 ENSG00000198795 protein_coding 15
ENST00000361557 ENSG00000198961 protein_coding 16
ENST00000361567 ENSG00000198786 protein_coding 16
ENST00000361574 ENSG00000198858 protein_coding 16
ENST00000361587 ENSG00000163349 protein_coding 16
ENST00000361624 ENSG00000198804 protein_coding 16
ENST00000361625 ENSG00000157077 protein_coding 16
ENST00000361640 ENSG00000162482 protein_coding 3
ENST00000361671 ENSG00000135040 protein_coding 16
ENST00000361673 ENSG00000198796 protein_coding 9
ENST00000361677 ENSG00000198863 protein_coding 16
ENST00000361681 ENSG00000198695 protein_coding 16
ENST00000361686 ENSG00000144057 protein_coding 2
ENST00000361703 ENSG00000124564 protein_coding 2
ENST00000361729 ENSG00000007968 protein_coding 6
ENST00000361731 ENSG00000198818 protein_coding 16
ENST00000361733 ENSG00000198909 protein_coding 16
ENST00000361739 ENSG00000198712 protein_coding 16
ENST00000361786 ENSG00000198894 protein_coding 16
ENST00000361789 ENSG00000198727 protein_coding 16
ENST00000361804 ENSG00000108055 protein_coding 16
ENST00000361871 ENSG00000198736 protein_coding 16
ENST00000361899 ENSG00000198899 protein_coding 14
ENST00000361952 ENSG00000198783 protein_coding 16
ENST00000361970 ENSG00000198865 protein_coding 16
ENST00000361983 ENSG00000198954 protein_coding 16
ENST00000361987 ENSG00000242689 protein_coding 12
ENST00000362011 ENSG00000198892 protein_coding 15
ENST00000362032 ENSG00000198829 protein_coding 10
ENST00000362065 ENSG00000198690 protein_coding 16
ENST00000362079 ENSG00000198938 protein_coding 16
ENST00000366116 ENSG00000203286 protein_coding 2
ENST00000366221 ENSG00000215014 protein_coding 2
ENST00000366345 ENSG00000050165 protein_coding 13
ENST00000366377 ENSG00000215857 protein_coding 3
ENST00000366481 ENSG00000162722 protein_coding 6
ENST00000366488 ENSG00000169224 protein_coding 2
ENST00000366503 ENSG00000135747 protein_coding 14
ENST00000366513 ENSG00000162852 protein_coding 16
ENST00000366514 ENSG00000162851 protein_coding 16
ENST00000366539 ENSG00000117020 protein_coding 16
ENST00000366553 ENSG00000203668 protein_coding 16
ENST00000366582 ENSG00000119285 protein_coding 16
ENST00000366592 ENSG00000077585 protein_coding 16
ENST00000366595 ENSG00000116962 protein_coding 16
ENST00000366599 ENSG00000162885 protein_coding 16
ENST00000366607 ENSG00000173726 protein_coding 16
ENST00000366622 ENSG00000143674 protein_coding 7
ENST00000366639 ENSG00000116918 protein_coding 15
ENST00000366641 ENSG00000135766 protein_coding 16
ENST00000366654 ENSG00000182118 protein_coding 14
ENST00000366667 ENSG00000135744 protein_coding 15
ENST00000366690 ENSG00000168118 protein_coding 16
ENST00000366695 ENSG00000181218 protein_coding 12
ENST00000366714 ENSG00000198835 protein_coding 11
ENST00000366756 ENSG00000198719 protein_coding 16
ENST00000366774 ENSG00000184786 protein_coding 8
ENST00000366787 ENSG00000186340 protein_coding 16
ENST00000366794 ENSG00000143799 protein_coding 16
ENST00000366795 ENSG00000164488 protein_coding 7
ENST00000366814 ENSG00000163041 protein_coding 15
ENST00000366845 ENSG00000203691 protein_coding 8
ENST00000366847 ENSG00000213066 protein_coding 16
ENST00000366862 ENSG00000143756 protein_coding 16
ENST00000366987 ENSG00000162772 protein_coding 14
ENST00000366997 ENSG00000123684 protein_coding 16
ENST00000367001 ENSG00000170385 protein_coding 16
ENST00000367005 ENSG00000117625 protein_coding 16
ENST00000367021 ENSG00000117595 protein_coding 14
ENST00000367029 ENSG00000123689 protein_coding 16
ENST00000367034 ENSG00000112110 protein_coding 12
ENST00000367070 ENSG00000123838 protein_coding 5
ENST00000367089 ENSG00000146425 protein_coding 14
ENST00000367097 ENSG00000130338 protein_coding 16
ENST00000367119 ENSG00000162888 protein_coding 4
ENST00000367157 ENSG00000163545 protein_coding 13
ENST00000367165 ENSG00000171217 protein_coding 8
ENST00000367167 ENSG00000174529 protein_coding 16
ENST00000367188 ENSG00000158615 protein_coding 16
ENST00000367204 ENSG00000143842 protein_coding 16
ENST00000367242 ENSG00000163444 protein_coding 16
ENST00000367249 ENSG00000159348 protein_coding 11
ENST00000367262 ENSG00000183155 protein_coding 16
ENST00000367288 ENSG00000163431 protein_coding 15
ENST00000367294 ENSG00000146476 protein_coding 16
ENST00000367311 ENSG00000174307 protein_coding 15
ENST00000367350 ENSG00000118193 protein_coding 3
ENST00000367351 ENSG00000131015 protein_coding 2
ENST00000367385 ENSG00000151414 protein_coding 16
ENST00000367412 ENSG00000143278 protein_coding 1
ENST00000367416 ENSG00000134365 protein_coding 1
ENST00000367419 ENSG00000055211 protein_coding 16
ENST00000367434 ENSG00000162630 protein_coding 12
ENST00000367435 ENSG00000134371 protein_coding 16
ENST00000367460 ENSG00000150681 protein_coding 13
ENST00000367467 ENSG00000111961 protein_coding 16
ENST00000367484 ENSG00000116690 protein_coding 16
ENST00000367495 ENSG00000118508 protein_coding 16
ENST00000367500 ENSG00000116668 protein_coding 16
ENST00000367510 ENSG00000121481 protein_coding 16
ENST00000367511 ENSG00000135842 protein_coding 16
ENST00000367545 ENSG00000152818 protein_coding 16
ENST00000367558 ENSG00000143333 protein_coding 14
ENST00000367568 ENSG00000135604 protein_coding 16
ENST00000367569 ENSG00000169976 protein_coding 16
ENST00000367576 ENSG00000135521 protein_coding 16
ENST00000367577 ENSG00000162783 protein_coding 16
ENST00000367591 ENSG00000034693 protein_coding 6
ENST00000367619 ENSG00000057252 protein_coding 16
ENST00000367627 ENSG00000186283 protein_coding 16
ENST00000367635 ENSG00000116191 protein_coding 16
ENST00000367658 ENSG00000112406 protein_coding 16
ENST00000367660 ENSG00000146386 protein_coding 16
ENST00000367808 ENSG00000117475 protein_coding 16
ENST00000367817 ENSG00000143196 protein_coding 15
ENST00000367833 ENSG00000143155 protein_coding 16
ENST00000367854 ENSG00000198771 protein_coding 16
ENST00000367882 ENSG00000118526 protein_coding 8
ENST00000367919 ENSG00000146409 protein_coding 12
ENST00000367928 ENSG00000112299 protein_coding 15
ENST00000367935 ENSG00000171722 protein_coding 1
ENST00000367941 ENSG00000079950 protein_coding 16
ENST00000367942 ENSG00000118217 protein_coding 16
ENST00000367974 ENSG00000188931 protein_coding 16
ENST00000367976 ENSG00000118523 protein_coding 15
ENST00000368003 ENSG00000143222 protein_coding 16
ENST00000368026 ENSG00000158769 protein_coding 16
ENST00000368029 ENSG00000158764 protein_coding 1
ENST00000368046 ENSG00000117091 protein_coding 15
ENST00000368061 ENSG00000162738 protein_coding 13
ENST00000368088 ENSG00000162728 protein_coding 2
ENST00000368089 ENSG00000177807 protein_coding 5
ENST00000368090 ENSG00000143315 protein_coding 16
ENST00000368100 ENSG00000243284 protein_coding 5
ENST00000368115 ENSG00000179639 protein_coding 6
ENST00000368121 ENSG00000213088 protein_coding 5
ENST00000368171 ENSG00000158473 protein_coding 14
ENST00000368172 ENSG00000183853 protein_coding 14
ENST00000368174 ENSG00000073754 protein_coding 5
ENST00000368181 ENSG00000132704 protein_coding 3
ENST00000368184 ENSG00000160856 protein_coding 3
ENST00000368192 ENSG00000117036 protein_coding 16
ENST00000368195 ENSG00000027644 protein_coding 6
ENST00000368209 ENSG00000143321 protein_coding 15
ENST00000368223 ENSG00000132688 protein_coding 15
ENST00000368232 ENSG00000160818 protein_coding 16
ENST00000368277 ENSG00000160783 protein_coding 16
ENST00000368323 ENSG00000143622 protein_coding 16
ENST00000368324 ENSG00000132718 protein_coding 16
ENST00000368346 ENSG00000116539 protein_coding 16
ENST00000368406 ENSG00000169242 protein_coding 15
ENST00000368408 ENSG00000143590 protein_coding 13
ENST00000368444 ENSG00000164434 protein_coding 4
ENST00000368467 ENSG00000163344 protein_coding 16
ENST00000368468 ENSG00000111885 protein_coding 16
ENST00000368476 ENSG00000160716 protein_coding 2
ENST00000368485 ENSG00000160712 protein_coding 16
ENST00000368494 ENSG00000153989 protein_coding 14
ENST00000368498 ENSG00000047932 protein_coding 16
ENST00000368525 ENSG00000163263 protein_coding 10
ENST00000368547 ENSG00000127884 protein_coding 16
ENST00000368557 ENSG00000183807 protein_coding 14
ENST00000368592 ENSG00000148826 protein_coding 2
ENST00000368599 ENSG00000178033 protein_coding 13
ENST00000368608 ENSG00000189241 protein_coding 16
ENST00000368626 ENSG00000111816 protein_coding 11
ENST00000368635 ENSG00000155130 protein_coding 16
ENST00000368656 ENSG00000203778 protein_coding 15
ENST00000368658 ENSG00000074935 protein_coding 15
ENST00000368671 ENSG00000180745 protein_coding 4
ENST00000368704 ENSG00000188643 protein_coding 15
ENST00000368710 ENSG00000196754 protein_coding 3
ENST00000368732 ENSG00000143546 protein_coding 15
ENST00000368737 ENSG00000163221 protein_coding 12
ENST00000368738 ENSG00000163220 protein_coding 16
ENST00000368808 ENSG00000154485 protein_coding 3
ENST00000368809 ENSG00000197747 protein_coding 16
ENST00000368820 ENSG00000213171 protein_coding 2
ENST00000368847 ENSG00000173214 protein_coding 16
ENST00000368865 ENSG00000154473 protein_coding 16
ENST00000368908 ENSG00000163155 protein_coding 16
ENST00000368910 ENSG00000163154 protein_coding 15
ENST00000368921 ENSG00000213190 protein_coding 16
ENST00000368923 ENSG00000203797 protein_coding 3
ENST00000368934 ENSG00000143363 protein_coding 6
ENST00000368947 ENSG00000143412 protein_coding 16
ENST00000369009 ENSG00000143420 protein_coding 15
ENST00000369026 ENSG00000143384 protein_coding 16
ENST00000369035 ENSG00000203804 protein_coding 5
ENST00000369046 ENSG00000130348 protein_coding 16
ENST00000369071 ENSG00000177234 protein_coding 2
ENST00000369084 ENSG00000187145 protein_coding 16
ENST00000369085 ENSG00000151929 protein_coding 16
ENST00000369111 ENSG00000118298 protein_coding 11
ENST00000369135 ENSG00000163113 protein_coding 16
ENST00000369155 ENSG00000184678 protein_coding 16
ENST00000369156 ENSG00000151893 protein_coding 16
ENST00000369163 ENSG00000203813 protein_coding 9
ENST00000369240 ENSG00000132423 protein_coding 10
ENST00000369248 ENSG00000151553 protein_coding 16
ENST00000369257 ENSG00000099204 protein_coding 16
ENST00000369261 ENSG00000186231 protein_coding 2
ENST00000369278 ENSG00000014123 protein_coding 16
ENST00000369287 ENSG00000165813 protein_coding 16
ENST00000369291 ENSG00000121848 protein_coding 16
ENST00000369295 ENSG00000043591 protein_coding 11
ENST00000369301 ENSG00000196865 protein_coding 16
ENST00000369303 ENSG00000135333 protein_coding 8
ENST00000369314 ENSG00000121851 protein_coding 16
ENST00000369448 ENSG00000183508 protein_coding 16
ENST00000369454 ENSG00000155961 protein_coding 10
ENST00000369512 ENSG00000134259 protein_coding 13
ENST00000369516 ENSG00000134198 protein_coding 15
ENST00000369528 ENSG00000052723 protein_coding 16
ENST00000369535 ENSG00000213281 protein_coding 16
ENST00000369541 ENSG00000116752 protein_coding 16
ENST00000369582 ENSG00000135346 protein_coding 4
ENST00000369583 ENSG00000138166 protein_coding 16
ENST00000369603 ENSG00000119953 protein_coding 16
ENST00000369663 ENSG00000112837 protein_coding 13
ENST00000369681 ENSG00000065615 protein_coding 16
ENST00000369687 ENSG00000203877 protein_coding 1
ENST00000369697 ENSG00000171385 protein_coding 15
ENST00000369709 ENSG00000116473 protein_coding 16
ENST00000369722 ENSG00000116459 protein_coding 16
ENST00000369724 ENSG00000013392 protein_coding 15
ENST00000369738 ENSG00000173947 protein_coding 5
ENST00000369769 ENSG00000177272 protein_coding 8
ENST00000369792 ENSG00000156150 protein_coding 16
ENST00000369798 ENSG00000112742 protein_coding 1
ENST00000369799 ENSG00000168710 protein_coding 16
ENST00000369800 ENSG00000214357 protein_coding 15
ENST00000369816 ENSG00000118402 protein_coding 12
ENST00000369838 ENSG00000198478 protein_coding 16
ENST00000369849 ENSG00000148798 protein_coding 6
ENST00000369851 ENSG00000065135 protein_coding 16
ENST00000369864 ENSG00000181754 protein_coding 16
ENST00000369880 ENSG00000214435 protein_coding 16
ENST00000369886 ENSG00000130590 protein_coding 15
ENST00000369902 ENSG00000107882 protein_coding 16
ENST00000369916 ENSG00000183260 protein_coding 15
ENST00000369940 ENSG00000146243 protein_coding 12
ENST00000369947 ENSG00000135312 protein_coding 6
ENST00000369983 ENSG00000107862 protein_coding 16
ENST00000370005 ENSG00000119915 protein_coding 4
ENST00000370025 ENSG00000134186 protein_coding 16
ENST00000370035 ENSG00000162636 protein_coding 8
ENST00000370069 ENSG00000101216 protein_coding 16
ENST00000370112 ENSG00000162695 protein_coding 16
ENST00000370132 ENSG00000137992 protein_coding 16
ENST00000370141 ENSG00000122435 protein_coding 16
ENST00000370152 ENSG00000156875 protein_coding 16
ENST00000370161 ENSG00000162688 protein_coding 16
ENST00000370188 ENSG00000117598 protein_coding 2
ENST00000370192 ENSG00000188641 protein_coding 16
ENST00000370203 ENSG00000152078 protein_coding 15
ENST00000370205 ENSG00000172339 protein_coding 16
ENST00000370206 ENSG00000117519 protein_coding 16
ENST00000370223 ENSG00000107816 protein_coding 16
ENST00000370238 ENSG00000023909 protein_coding 16
ENST00000370290 ENSG00000117500 processed_transcript 16
ENST00000370310 ENSG00000154511 protein_coding 16
ENST00000370339 ENSG00000149658 protein_coding 16
ENST00000370355 ENSG00000099194 protein_coding 14
ENST00000370363 ENSG00000203907 protein_coding 1
ENST00000370375 ENSG00000203910 protein_coding 1
ENST00000370380 ENSG00000233538 protein_coding 3
ENST00000370435 ENSG00000119900 protein_coding 16
ENST00000370454 ENSG00000171488 protein_coding 16
ENST00000370455 ENSG00000112305 protein_coding 16
ENST00000370476 ENSG00000119929 protein_coding 16
ENST00000370487 ENSG00000101189 protein_coding 16
ENST00000370491 ENSG00000137944 protein_coding 3
ENST00000370500 ENSG00000137947 protein_coding 16
ENST00000370508 ENSG00000120053 protein_coding 16
ENST00000370509 ENSG00000143162 protein_coding 16
ENST00000370528 ENSG00000119946 protein_coding 2
ENST00000370532 ENSG00000184258 protein_coding 15
ENST00000370536 ENSG00000134595 protein_coding 2
ENST00000370558 ENSG00000097033 processed_transcript 16
ENST00000370560 ENSG00000149679 protein_coding 4
ENST00000370563 ENSG00000016602 protein_coding 4
ENST00000370574 ENSG00000117174 protein_coding 16
ENST00000370602 ENSG00000155265 protein_coding 10
ENST00000370626 ENSG00000119986 protein_coding 16
ENST00000370631 ENSG00000155252 protein_coding 16
ENST00000370640 ENSG00000203942 protein_coding 2
ENST00000370648 ENSG00000102239 protein_coding 3
ENST00000370651 ENSG00000112245 protein_coding 16
ENST00000370654 ENSG00000117133 protein_coding 16
ENST00000370662 ENSG00000137976 protein_coding 2
ENST00000370664 ENSG00000165886 protein_coding 16
ENST00000370707 ENSG00000203945 protein_coding 6
ENST00000370742 ENSG00000162618 protein_coding 15
ENST00000370763 ENSG00000162616 protein_coding 16
ENST00000370791 ENSG00000180488 protein_coding 16
ENST00000370834 ENSG00000117054 protein_coding 14
ENST00000370862 ENSG00000137252 protein_coding 2
ENST00000370888 ENSG00000137269 protein_coding 15
ENST00000370898 ENSG00000254685 protein_coding 16
ENST00000370944 ENSG00000118454 protein_coding 16
ENST00000370952 ENSG00000066557 protein_coding 16
